Occurrence_Date,Occurrence_Time,Accident_Location,Weather,Road_Type_Main,Road_Type_Sub,Accident_Location_Type_Main,Accident_Location_Type_Sub,Cause_Judgment_Main,Cause_Judgment_Sub,Longitude,Latitude
20240216.0,84800.0,新北市三重區自強路4段 / 新北市三重區福隆路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,恍神、緊張、心不在焉分心駕駛,121.489174,25.077092
20240216.0,121200.0,新北市貢寮區臺2線道路前0.0公尺,雨,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,違反其他標誌(線)禁制,121.915133,25.075109
20240216.0,121200.0,新北市貢寮區臺2線道路前0.0公尺,雨,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,違反其他標誌(線)禁制,121.915133,25.075109
20240216.0,141200.0,高雄市六龜區新寮里三民路75號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,吸食違禁物駕駛,120.614709,22.880876
20240216.0,141200.0,高雄市六龜區新寮里三民路75號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,吸食違禁物駕駛,120.614709,22.880876
20240216.0,141200.0,高雄市六龜區新寮里三民路75號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,吸食違禁物駕駛,120.614709,22.880876
20240216.0,141200.0,高雄市六龜區新寮里三民路75號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,吸食違禁物駕駛,120.614709,22.880876
20240216.0,141200.0,高雄市六龜區新寮里三民路75號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,吸食違禁物駕駛,120.614709,22.880876
20240217.0,21500.0,新北市淡水區中正東路2段91號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,121.459674,25.152496
20240217.0,21500.0,新北市淡水區中正東路2段91號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,121.459674,25.152496
20240217.0,165819.0,雲林縣土庫鎮奮起里綺湖150之6號前,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,逆向行駛,120.365157,23.661571
20240217.0,165819.0,雲林縣土庫鎮奮起里綺湖150之6號前,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,逆向行駛,120.365157,23.661571
20240217.0,165819.0,雲林縣土庫鎮奮起里綺湖150之6號前,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,逆向行駛,120.365157,23.661571
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,190948.0,彰化縣社頭鄉社頭村員集路2段口 / 彰化縣社頭鄉社頭村三民路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.587284,23.908828
20240217.0,214800.0,屏東縣枋寮鄉義民路枋寮幹59號電桿前,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.582923,22.376095
20240217.0,214800.0,屏東縣枋寮鄉義民路枋寮幹59號電桿前,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.582923,22.376095
20240217.0,220200.0,雲林縣褒忠鄉中勝村路燈170536號前,晴,單路部分,彎曲路及附近,路段,路肩、路緣,其他,其他不當駕車行為,120.306439,23.693614
20240217.0,220200.0,雲林縣褒忠鄉中勝村路燈170536號前,晴,單路部分,彎曲路及附近,路段,路肩、路緣,其他,其他不當駕車行為,120.306439,23.693614
20240218.0,95800.0,新北市土城區金城路3段 / 新北市土城區延和路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,違反其他號誌,121.470289,24.989384
20240218.0,95800.0,新北市土城區金城路3段 / 新北市土城區延和路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,違反其他號誌,121.470289,24.989384
20240218.0,104000.0,嘉義縣番路鄉下坑村台3線283公里處,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，少線道未讓多線道先行,120.538784,23.476113
20240218.0,104000.0,嘉義縣番路鄉下坑村台3線283公里處,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，少線道未讓多線道先行,120.538784,23.476113
20240218.0,163741.0,苗栗縣卓蘭鎮食水坑39之6號附近(往風空方向農路),晴,單路部分,坡路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.847807,24.317163
20240218.0,163741.0,苗栗縣卓蘭鎮食水坑39之6號附近(往風空方向農路),晴,單路部分,坡路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.847807,24.317163
20240218.0,171300.0,屏東縣萬丹鄉社美路口 / 屏東縣萬丹鄉大信路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.475486,22.618481
20240218.0,171300.0,屏東縣萬丹鄉社美路口 / 屏東縣萬丹鄉大信路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.475486,22.618481
20240218.0,171300.0,屏東縣萬丹鄉社美路口 / 屏東縣萬丹鄉大信路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.475486,22.618481
20240218.0,171300.0,屏東縣萬丹鄉社美路口 / 屏東縣萬丹鄉大信路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.475486,22.618481
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,195600.0,臺中市大甲區太白里北堤東路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.677821,24.364729
20240218.0,225200.0,桃園市中壢區中央東路口 / 桃園市中壢區元化路口,晴,交岔路,四岔路,其他,行人穿越道,駕駛者,車輛未依規定暫停讓行人先行,121.227,24.956059
20240218.0,225200.0,桃園市中壢區中央東路口 / 桃園市中壢區元化路口,晴,交岔路,四岔路,其他,行人穿越道,駕駛者,車輛未依規定暫停讓行人先行,121.227,24.956059
20240219.0,53100.0,高雄市林園區村林園北路 / 高雄市林園區林園北路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.3866,22.50388
20240219.0,53100.0,高雄市林園區村林園北路 / 高雄市林園區林園北路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.3866,22.50388
20240219.0,53100.0,高雄市林園區村林園北路 / 高雄市林園區林園北路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.3866,22.50388
20240219.0,63900.0,宜蘭縣大同鄉台7甲線1公里處,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),無(車輛駕駛者因素),尚未發現肇事因素,121.507761,24.592699
20240219.0,63900.0,宜蘭縣大同鄉台7甲線1公里處,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),無(車輛駕駛者因素),尚未發現肇事因素,121.507761,24.592699
20240219.0,92600.0,屏東縣萬丹鄉四維東路口 / 屏東縣萬丹鄉維新路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.496714,22.598501
20240219.0,92600.0,屏東縣萬丹鄉四維東路口 / 屏東縣萬丹鄉維新路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.496714,22.598501
20240219.0,92600.0,新北市淡水區自強路80巷9號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,開啟或關閉車門不當,121.463577,25.12805
20240219.0,92600.0,新北市淡水區自強路80巷9號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,開啟或關閉車門不當,121.463577,25.12805
20240219.0,92600.0,新北市淡水區自強路80巷9號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,開啟或關閉車門不當,121.463577,25.12805
20240219.0,175400.0,新竹縣新豐鄉瑞興村3鄰崁頭48之5號(附近),晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.000231,24.908274
20240219.0,175400.0,新竹縣新豐鄉瑞興村3鄰崁頭48之5號(附近),晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.000231,24.908274
20240219.0,175400.0,新竹縣新豐鄉瑞興村3鄰崁頭48之5號(附近),晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.000231,24.908274
20240220.0,80300.0,高雄市大社區村中正路329-3號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,120.3543,22.72903
20240220.0,80300.0,高雄市大社區村中正路329-3號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,120.3543,22.72903
20240220.0,121800.0,新北市坪林區北宜公路前0.0公尺,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,未依規定減速,121.720231,24.901738
20240220.0,121800.0,新北市坪林區北宜公路前0.0公尺,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,未依規定減速,121.720231,24.901738
20240220.0,174326.0,臺南市學甲區縣171線 5公里500.0公尺處口向外側,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，轉彎車未讓直行車先行,120.170469,23.244864
20240220.0,174326.0,臺南市學甲區縣171線 5公里500.0公尺處口向外側,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，轉彎車未讓直行車先行,120.170469,23.244864
20240221.0,32000.0,雲林縣麥寮鄉台17線北向75K處,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.268591,23.782773
20240221.0,32000.0,雲林縣麥寮鄉台17線北向75K處,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.268591,23.782773
20240221.0,40600.0,雲林縣土庫鎮158甲與雲99路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,闖紅燈直行,120.371344,23.696015
20240221.0,40600.0,雲林縣土庫鎮158甲與雲99路口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,闖紅燈直行,120.371344,23.696015
20240221.0,83300.0,高雄市岡山區村嘉新東路 / 高雄市岡山區成功路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.2983,22.80708
20240221.0,83300.0,高雄市岡山區村嘉新東路 / 高雄市岡山區成功路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,其他未依規定讓車,120.2983,22.80708
20240221.0,84241.0,桃園市蘆竹區南青路口 / 桃園市蘆竹區富昌街口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,121.263839,25.054488
20240221.0,84241.0,桃園市蘆竹區南青路口 / 桃園市蘆竹區富昌街口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,121.263839,25.054488
20240221.0,84241.0,桃園市蘆竹區南青路口 / 桃園市蘆竹區富昌街口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,121.263839,25.054488
20240221.0,84241.0,桃園市蘆竹區南青路口 / 桃園市蘆竹區富昌街口,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,121.263839,25.054488
20240221.0,114600.0,臺中市潭子區栗林里中山路三段 / 臺中市潭子區栗林里中山路三段,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.707929,24.227054
20240221.0,114600.0,臺中市潭子區栗林里中山路三段 / 臺中市潭子區栗林里中山路三段,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.707929,24.227054
20240221.0,114600.0,臺中市潭子區栗林里中山路三段 / 臺中市潭子區栗林里中山路三段,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.707929,24.227054
20240221.0,145626.0,南投縣草屯鎮北投里墩煌路一段137號旁,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),120.655634,23.987099
20240221.0,145626.0,南投縣草屯鎮北投里墩煌路一段137號旁,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),120.655634,23.987099
20240221.0,153054.0,南投縣草屯鎮加老南路加興橋旁,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.658864,23.997743
20240221.0,153054.0,南投縣草屯鎮加老南路加興橋旁,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,酒醉(後)駕駛,120.658864,23.997743
20240221.0,173800.0,桃園市中壢區月眉一路500巷前0.0公尺附近,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,121.186311,25.011183
20240221.0,173800.0,桃園市中壢區月眉一路500巷前0.0公尺附近,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,121.186311,25.011183
20240221.0,183607.0,屏東縣潮州鎮中洲路122號,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),非駕駛者,穿越道路未注意左右來車,120.54227,22.543203
20240221.0,183607.0,屏東縣潮州鎮中洲路122號,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),非駕駛者,穿越道路未注意左右來車,120.54227,22.543203
20240222.0,64715.0,臺南市善化區嘉南里茄拔350之19號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,恍神、緊張、心不在焉分心駕駛,120.322188,23.136079
20240222.0,64715.0,臺南市善化區嘉南里茄拔350之19號前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,恍神、緊張、心不在焉分心駕駛,120.322188,23.136079
20240222.0,74600.0,彰化縣芳苑鄉王功村漁港三路臨271號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,起步時未注意安全,120.337078,23.977026
20240222.0,74600.0,彰化縣芳苑鄉王功村漁港三路臨271號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,起步時未注意安全,120.337078,23.977026
20240222.0,95100.0,新北市新莊區臺65線道路前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,恍神、緊張、心不在焉分心駕駛,121.441527,25.055863
20240222.0,95100.0,新北市新莊區臺65線道路前0.0公尺,晴,單路部分,直路,路段,路肩、路緣,駕駛者,恍神、緊張、心不在焉分心駕駛,121.441527,25.055863
20240222.0,101000.0,高雄市內門區台3省道 / 高雄市內門區182縣道,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,120.454048,22.924134
20240222.0,101000.0,高雄市內門區台3省道 / 高雄市內門區182縣道,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,120.454048,22.924134
20240222.0,101000.0,高雄市內門區台3省道 / 高雄市內門區182縣道,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,右轉彎未依規定,120.454048,22.924134
20240222.0,120504.0,苗栗縣竹南鎮台一己線東往西車道(竹南鎮港墘里3鄰港墘29之12號),陰,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,倒車未依規定,120.859649,24.670595
20240222.0,120504.0,苗栗縣竹南鎮台一己線東往西車道(竹南鎮港墘里3鄰港墘29之12號),陰,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,倒車未依規定,120.859649,24.670595
20240222.0,123912.0,屏東縣萬丹鄉社皮村大昌路口 / 屏東縣萬丹鄉社皮村社美路口,晴,交岔路,三岔路,交叉路口,交叉口附近,駕駛者,左轉彎未依規定,120.47542,22.614403
20240222.0,123912.0,屏東縣萬丹鄉社皮村大昌路口 / 屏東縣萬丹鄉社皮村社美路口,晴,交岔路,三岔路,交叉路口,交叉口附近,駕駛者,左轉彎未依規定,120.47542,22.614403
20240222.0,142800.0,臺北市北投區東昇路 / 臺北市北投區登山路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,左轉彎未依規定,121.522665,25.150261
20240222.0,142800.0,臺北市北投區東昇路 / 臺北市北投區登山路,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,左轉彎未依規定,121.522665,25.150261
20240222.0,170500.0,嘉義縣朴子市大鄉里嘉47鄉道0.6公里處與大槺榔1101巷口,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,違反禁止超車標誌(線),120.258835,23.461852
20240222.0,170500.0,嘉義縣朴子市大鄉里嘉47鄉道0.6公里處與大槺榔1101巷口,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,違反禁止超車標誌(線),120.258835,23.461852
20240222.0,170500.0,嘉義縣朴子市大鄉里嘉47鄉道0.6公里處與大槺榔1101巷口,晴,交岔路,三岔路,交叉路口,交叉路口內,駕駛者,違反禁止超車標誌(線),120.258835,23.461852
20240222.0,205710.0,屏東縣鹽埔鄉仕絨村民意路40之1號前路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,未依規定減速,120.555391,22.762344
20240222.0,205710.0,屏東縣鹽埔鄉仕絨村民意路40之1號前路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,未依規定減速,120.555391,22.762344
20240222.0,205710.0,屏東縣鹽埔鄉仕絨村民意路40之1號前路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,未依規定減速,120.555391,22.762344
20240223.0,54400.0,屏東縣萬丹鄉南北路1段口 / 屏東縣萬丹鄉聖賢路口,晴,交岔路,多岔路,其他,其他,駕駛者,恍神、緊張、心不在焉分心駕駛,120.46119,22.577585
20240223.0,54400.0,屏東縣萬丹鄉南北路1段口 / 屏東縣萬丹鄉聖賢路口,晴,交岔路,多岔路,其他,其他,駕駛者,恍神、緊張、心不在焉分心駕駛,120.46119,22.577585
20240223.0,61300.0,臺中市東勢區興隆里東蘭路 / 臺中市東勢區興隆里東蘭路,晴,交岔路,三岔路,交叉路口,交叉路口內,其他,其他不當駕車行為,120.813295,24.28103
20240223.0,61300.0,臺中市東勢區興隆里東蘭路 / 臺中市東勢區興隆里東蘭路,晴,交岔路,三岔路,交叉路口,交叉路口內,其他,其他不當駕車行為,120.813295,24.28103
20240223.0,61300.0,臺中市東勢區興隆里東蘭路 / 臺中市東勢區興隆里東蘭路,晴,交岔路,三岔路,交叉路口,交叉路口內,其他,其他不當駕車行為,120.813295,24.28103
20240223.0,74000.0,桃園市龜山區自強東路附近 / 桃園市龜山區自強東路附近,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,逆向行駛,121.343651,24.995803
20240223.0,74000.0,桃園市龜山區自強東路附近 / 桃園市龜山區自強東路附近,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,逆向行駛,121.343651,24.995803
20240223.0,160400.0,高雄市阿蓮區中正路 / 高雄市阿蓮區民權路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.3181,22.8868
20240223.0,160400.0,高雄市阿蓮區中正路 / 高雄市阿蓮區民權路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.3181,22.8868
20240223.0,160400.0,高雄市阿蓮區中正路 / 高雄市阿蓮區民權路,晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，支線道未讓幹線道先行,120.3181,22.8868
20240223.0,171400.0,彰化縣竹塘鄉田頭村光明路77號,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,120.453593,23.838386
20240223.0,171400.0,彰化縣竹塘鄉田頭村光明路77號,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,120.453593,23.838386
20240223.0,172121.0,屏東縣佳冬鄉佳和路11號前,晴,單路部分,直路,路段,快車道,駕駛者,起步時未注意安全,120.560996,22.410836
20240223.0,172121.0,屏東縣佳冬鄉佳和路11號前,晴,單路部分,直路,路段,快車道,駕駛者,起步時未注意安全,120.560996,22.410836
20240223.0,190000.0,臺南市新市區西拉雅大道往東機慢車道,晴,單路部分,直路,路段,慢車道,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,120.27722,23.101367
20240223.0,190000.0,臺南市新市區西拉雅大道往東機慢車道,晴,單路部分,直路,路段,慢車道,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,120.27722,23.101367
20240223.0,191800.0,嘉義縣朴子市永和里42號前路口,陰,交岔路,四岔路,交叉路口,交叉路口內,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,120.233592,23.463702
20240223.0,191800.0,嘉義縣朴子市永和里42號前路口,陰,交岔路,四岔路,交叉路口,交叉路口內,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,120.233592,23.463702
20240223.0,194400.0,臺南市新營區嘉芳里復興路748號前0.0公尺附近,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,未保持行車安全間隔,120.287236,23.308362
20240223.0,194400.0,臺南市新營區嘉芳里復興路748號前0.0公尺附近,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,未保持行車安全間隔,120.287236,23.308362
20240224.0,13500.0,高雄市美濃區福興3-12號號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.522682,22.850892
20240224.0,13500.0,高雄市美濃區福興3-12號號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,酒醉(後)駕駛,120.522682,22.850892
20240224.0,70300.0,高雄市路竹區復興路電桿高分31-1號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,120.2889,22.82697
20240224.0,70300.0,高雄市路竹區復興路電桿高分31-1號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,120.2889,22.82697
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,114017.0,桃園市平鎮區中豐路南勢一段65號前0.0公尺,陰,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,其他不當駕車行為,121.212061,24.923239
20240224.0,120801.0,苗栗縣三灣鄉台三線103.6公里北上車道,晴,單路部分,彎曲路及附近,路段,慢車道,駕駛者,未依規定減速,120.954778,24.614355
20240224.0,120801.0,苗栗縣三灣鄉台三線103.6公里北上車道,晴,單路部分,彎曲路及附近,路段,慢車道,駕駛者,未依規定減速,120.954778,24.614355
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
20240224.0,131400.0,新北市新莊區中港路143號前0.0公尺,晴,單路部分,直路,路段,一般車道(未劃分快慢車道),其他,車輛或機械操作不當(慎),121.455092,25.040731
